Study_Hours,Attendance,Previous_Marks,Assignment,Final_Score
8.7,64,44,43,54.8
0.9,83,91,62,69.3
7.8,72,47,85,68.1
8.5,97,75,58,78.0
1.8,98,90,65,78.4
4.3,73,72,97,76.0
1.7,64,73,100,69.2
7.1,84,95,89,80.1
5.4,53,84,65,64.6
6.4,93,68,46,71.9
2.0,86,34,71,53.8
2.1,66,86,86,69.6
0.4,80,44,92,60.7
3.2,87,45,72,63.1
5.6,59,86,83,71.4
8.6,99,54,65,76.3
6.7,76,51,100,74.2
4.4,91,60,63,64.8
9.5,55,63,90,69.8
7.2,55,45,98,65.8
9.3,64,99,62,82.7
5.3,53,88,77,72.5
2.6,97,44,65,60.7
0.5,89,42,99,62.4
7.3,56,53,84,63.4
1.2,100,42,70,66.5
3.0,98,94,45,73.3
5.3,94,65,84,77.2
5.6,96,78,70,75.7
6.0,75,77,86,76.2
1.7,80,72,100,68.5
3.8,51,35,87,49.1
6.2,77,97,79,81.4
9.7,91,43,84,76.4
7.3,62,59,84,67.0
9.2,67,37,99,70.7
7.6,79,83,100,81.2
5.9,60,95,91,77.1
1.9,62,33,91,52.2
6.7,100,89,51,79.2
6.2,73,82,90,77.4
6.0,78,44,56,66.4
4.9,54,30,65,45.9
5.3,84,51,42,58.9
3.3,68,44,54,60.5
5.2,62,51,88,65.5
2.0,54,79,77,62.0
8.1,93,77,63,81.3
1.9,63,80,90,70.1
0.8,87,46,69,55.1
4.4,71,80,83,67.9
6.6,58,66,75,66.1
4.4,98,78,92,80.9
2.8,89,88,94,87.6
5.6,75,39,83,66.7
3.5,94,59,66,71.0
9.3,54,50,61,53.3
9.2,78,63,41,64.6
5.0,71,79,46,64.0
3.3,98,76,55,68.7
7.4,52,35,63,51.0
0.4,77,79,69,63.8
4.7,87,92,83,81.9
3.4,63,41,87,66.1
9.2,96,70,85,82.8
0.1,63,60,40,49.6
5.5,92,31,93,72.8
7.4,60,45,66,56.1
4.9,58,30,48,51.7
0.9,87,33,46,49.5
9.7,96,76,44,69.7
5.2,93,94,100,92.5
6.1,55,81,69,62.4
2.4,50,76,81,66.0
4.8,74,79,66,72.6
4.3,65,74,49,57.3
0.7,64,71,64,56.5
1.1,83,85,57,68.3
8.4,66,100,46,72.2
2.4,52,86,96,74.2
1.9,52,62,70,57.4
5.0,86,57,71,63.7
7.7,66,73,89,75.0
0.6,98,85,84,78.4
5.8,87,73,50,66.8
1.2,50,63,49,51.2
0.4,56,43,61,47.3
0.5,75,97,70,72.0
8.3,96,58,80,77.8
1.2,88,46,86,60.4
0.5,68,38,53,49.4
4.4,79,56,42,62.8
8.4,92,78,63,82.5
2.6,63,66,53,58.6
4.2,62,57,92,65.2
0.4,69,79,55,56.6
4.5,75,84,94,80.2
5.8,76,33,100,64.5
5.7,74,48,67,64.9
3.3,58,66,74,61.5
3.2,90,33,79,57.0
1.1,97,66,41,60.9
3.7,61,80,100,69.1
1.0,59,61,95,57.1
7.7,55,74,73,61.8
9.7,99,41,94,75.9
9.7,83,70,57,71.1
8.7,90,85,46,80.8
6.0,68,43,88,66.0
7.0,55,83,77,77.2
2.9,51,92,81,66.8
6.3,64,94,46,64.5
4.6,66,87,43,63.5
4.8,65,50,82,61.0
7.6,77,33,55,59.4
2.8,70,75,98,68.0
3.2,57,41,88,56.3
9.2,59,59,99,78.1
0.6,59,89,45,60.6
4.9,99,100,59,85.3
9.1,59,94,70,78.7
6.1,58,43,58,56.8
5.5,77,73,91,75.8
2.5,73,55,61,58.7
3.4,68,45,60,53.7
8.5,82,36,57,60.8
5.6,53,61,71,61.1
5.1,52,45,86,63.4
1.0,91,91,73,75.2
0.2,61,59,90,60.2
9.6,67,100,66,83.4
3.8,72,41,77,59.8
6.0,69,96,83,78.6
0.8,55,75,69,59.8
6.8,83,72,72,72.5
9.3,91,84,66,86.5
5.8,51,74,94,73.4
1.3,79,89,95,75.9
5.8,58,100,62,69.6
7.7,76,61,82,79.5
4.1,91,37,58,56.9
8.8,83,91,93,87.8
6.5,89,49,70,62.6
9.0,73,47,43,64.4
6.2,98,35,92,67.9
1.3,66,58,58,55.1
3.1,78,33,92,61.9
2.0,85,100,77,77.5
9.1,99,72,79,83.1
7.6,61,63,99,74.7
6.8,80,100,61,84.6
3.0,98,62,48,63.8
1.8,58,44,70,45.9
7.6,68,69,49,59.3
4.7,95,34,49,57.5
2.3,95,79,69,71.5
6.2,66,95,49,69.3
0.4,51,83,97,65.9
3.3,89,75,75,71.4
4.7,54,40,57,57.8
1.5,88,78,83,73.9
9.8,97,52,96,86.2
2.1,65,84,82,67.9
1.3,66,34,87,53.3
2.0,76,93,58,66.5
7.7,56,64,82,68.3
4.3,57,98,62,63.8
5.7,57,83,43,56.4
0.2,72,32,51,42.4
0.3,81,35,99,57.2
4.5,92,85,88,79.9
8.2,96,31,63,65.1
8.9,67,67,52,65.6
0.9,87,85,99,80.1
5.4,61,34,43,49.6
9.1,64,75,66,71.8
3.9,77,40,77,66.1
8.3,87,94,78,84.8
1.3,99,39,47,57.7
9.4,80,70,65,76.8
7.5,58,73,73,68.2
9.4,57,62,48,61.4
6.8,95,85,49,75.1
3.6,68,41,100,65.4
9.4,100,31,90,79.6
2.8,57,30,40,40.3
3.3,83,94,87,74.2
7.0,53,62,89,68.9
7.7,80,65,47,66.2
9.3,87,50,49,64.1
2.0,52,65,93,61.6
8.0,84,55,82,73.1
7.4,68,76,88,73.0
0.6,92,30,98,61.4
3.9,78,67,64,69.5
2.8,59,43,70,52.8
3.0,61,75,78,64.9
9.8,95,71,97,90.1
6.4,79,36,98,69.3
7.2,79,84,42,69.3
9.8,67,85,100,85.8
3.8,73,92,78,74.9
8.0,81,53,77,65.0
4.3,58,33,74,53.9
8.7,96,71,47,75.0
1.8,73,99,40,65.9
9.5,75,57,44,64.8
2.2,52,69,95,62.3
3.3,72,80,90,70.1
7.6,60,58,66,63.7
3.9,59,71,84,66.4
6.1,99,98,65,88.5
4.4,85,34,82,61.4
7.4,62,70,99,78.7
2.3,78,90,93,79.5
0.6,87,84,65,66.1
3.0,62,57,50,48.5
4.7,75,70,73,71.9
1.7,69,38,80,56.0
3.5,54,58,41,51.6
4.0,69,67,60,62.2
0.6,63,91,90,66.5
5.8,94,83,65,78.6
8.8,63,81,51,71.2
1.5,57,63,48,43.6
6.0,97,66,80,79.3
6.6,62,78,62,70.0
4.2,73,71,81,72.5
7.0,64,43,44,55.0
4.1,100,62,48,65.5
5.0,50,46,94,59.7
0.1,71,61,89,57.5
6.9,83,97,49,79.8
6.6,99,68,88,84.4
0.4,100,39,97,65.5
3.7,89,53,49,62.2
9.8,52,87,53,71.5
4.2,75,98,75,73.7
5.0,63,93,49,72.7
9.1,90,48,95,76.3
7.2,57,37,93,55.8
5.8,98,100,89,91.6
8.0,65,69,76,72.2
8.6,91,42,80,71.7
4.6,70,56,77,64.5
4.8,59,31,87,53.5
3.9,74,45,61,51.6
9.7,87,43,62,71.9
7.0,71,46,55,60.2
0.8,98,89,100,81.2
8.6,97,99,50,89.5
4.8,96,46,92,71.9
0.7,95,74,86,75.0
5.5,53,67,90,63.8
4.2,53,93,74,61.9
8.8,79,35,87,71.0
2.0,51,89,92,69.8
8.3,78,78,59,79.7
5.6,92,50,76,66.6
0.5,85,52,80,56.9
9.7,70,86,44,70.5
5.1,70,93,75,77.0
2.9,97,58,52,57.3
4.7,70,56,91,67.8
8.6,53,35,56,51.9
3.0,50,50,65,49.6
1.9,75,100,91,75.5
1.3,100,70,83,77.0
3.0,51,34,91,47.9
7.8,58,44,96,69.1
4.7,94,50,98,76.2
2.3,67,87,59,62.9
1.7,97,33,78,65.6
3.3,97,98,72,75.8
9.4,91,36,69,72.4
3.4,90,64,55,61.8
9.9,60,65,46,62.4
4.9,74,44,69,60.9
1.8,75,31,41,47.9
8.9,85,86,51,74.5
4.6,91,34,82,66.6
7.1,84,100,79,84.3
9.8,87,61,40,66.6
0.5,52,70,97,56.7
1.0,90,71,42,59.1
7.2,84,94,47,72.1
2.8,99,69,65,67.2
1.8,89,67,79,67.9
0.4,71,71,50,55.0
0.2,57,66,100,60.6
7.7,64,85,60,71.5
1.3,94,100,44,76.3
4.7,56,84,79,66.8
6.1,68,83,65,68.0
4.3,89,51,60,60.6
0.3,91,56,48,48.1
7.8,66,76,56,66.4
0.1,50,67,76,59.6
7.6,94,68,90,82.7
8.9,78,44,90,71.3
4.3,62,95,41,65.4
5.4,97,90,90,85.3
4.8,78,89,94,84.5
3.9,90,37,86,65.1
8.9,91,73,79,86.5
8.9,55,72,67,69.0
3.4,54,35,95,57.1
6.2,83,56,66,67.0
9.3,60,74,79,76.8
9.6,58,52,40,62.5
5.1,87,42,85,69.2
4.5,89,97,50,74.5
2.8,90,93,78,81.5
9.6,58,54,57,60.8
1.4,57,81,66,64.3
5.8,93,77,86,79.7
2.8,89,90,49,70.0
2.8,52,46,75,54.9
4.0,62,69,60,54.2
10.0,68,98,67,82.5
0.5,83,55,40,52.7
5.8,81,85,53,70.3
0.8,98,69,59,65.1
1.5,65,97,91,71.1
4.4,85,37,96,64.3
5.1,67,74,48,60.7
2.6,63,46,84,54.6
3.2,79,70,100,76.0
0.9,51,38,66,42.3
3.0,62,99,97,79.5
9.7,76,53,88,72.4
9.4,66,40,95,65.9
3.3,80,64,91,70.3
5.7,64,58,43,52.4
9.1,69,37,76,64.0
0.1,54,46,57,42.0
8.1,56,100,70,72.7
9.5,67,41,88,64.9
0.9,60,79,92,69.6
1.6,81,53,78,64.2
9.6,99,66,49,72.2
5.4,76,40,48,52.5
0.1,75,88,67,70.3
2.6,86,84,67,71.5
4.5,94,56,52,63.7
6.9,77,96,57,76.9
7.3,99,89,51,80.9
10.0,51,31,47,51.2
2.9,69,97,62,67.2
5.4,53,47,89,54.4
5.3,62,49,44,52.2
4.1,73,92,46,61.5
1.7,97,31,54,53.0
9.8,87,71,42,70.6
8.5,89,57,57,68.7
5.0,97,58,77,74.5
6.0,94,98,65,82.3
2.3,78,57,100,70.3
5.4,85,89,77,74.2
6.9,51,34,98,62.7
5.2,90,44,91,73.4
9.9,67,61,72,71.1
6.1,98,81,60,83.7
3.7,57,66,56,58.5
7.7,64,44,82,64.4
1.7,90,70,98,79.4
3.8,66,33,95,59.5
3.5,72,82,41,58.9
4.3,51,56,64,57.0
7.8,55,50,80,67.8
4.8,78,89,58,67.3
7.9,76,93,77,80.5
5.8,86,100,64,78.9
3.4,98,76,78,73.0
8.1,83,83,43,71.9
2.4,67,60,42,49.8
2.2,91,46,73,64.0
5.0,59,79,81,70.7
2.6,87,36,49,53.5
0.1,93,57,88,67.8
6.5,66,39,66,62.2
5.1,62,56,87,70.9
4.5,97,42,65,66.5
9.7,91,95,66,85.3
5.7,76,89,40,68.9
8.6,51,72,83,70.7
1.4,83,98,59,73.2
5.7,80,92,91,80.2
8.7,72,99,64,82.6
5.8,56,94,49,66.2
7.2,87,96,40,75.4
3.7,82,83,55,68.7
0.9,61,65,50,55.7
4.6,94,100,43,84.0
3.9,61,44,74,56.3
8.7,68,47,96,69.3
2.4,58,33,52,43.9
9.7,59,40,60,60.1
9.6,66,35,54,58.7
2.5,99,80,96,81.9
3.5,89,87,49,69.7
9.0,88,89,77,89.8
9.7,90,47,50,67.3
4.4,59,96,96,79.6
3.2,61,46,71,50.1
5.3,64,63,72,62.3
6.9,80,59,100,77.9
2.7,64,48,59,52.4
7.4,77,38,75,67.9
0.5,53,69,69,55.4
0.5,85,73,97,76.4
3.9,50,88,49,60.9
3.5,93,54,93,70.2
3.2,83,100,97,83.3
4.9,96,82,54,73.9
3.2,66,77,68,68.5
1.9,88,100,40,68.5
3.1,87,82,97,79.2
9.7,93,78,60,79.7
4.1,100,72,54,71.6
4.4,82,48,42,58.1
5.8,70,95,72,78.3
9.8,75,63,77,74.5
2.4,95,83,58,65.5
6.8,85,30,43,56.3
7.2,54,84,51,65.2
6.1,82,44,64,63.4
0.9,50,44,73,47.8
6.8,55,52,56,57.2
0.6,86,95,97,73.5
6.0,51,75,45,58.4
7.4,54,38,51,48.5
2.1,75,95,54,71.2
8.4,90,95,56,82.5
0.3,100,47,40,52.4
8.4,96,46,53,65.0
4.6,62,63,94,65.3
2.2,61,98,41,59.3
1.3,54,93,43,57.0
9.5,51,73,91,70.7
0.7,53,58,41,45.4
2.0,76,91,93,79.3
3.5,99,45,65,68.0
6.2,59,81,85,71.4
5.4,62,31,89,58.2
1.3,93,90,99,79.5
2.9,51,33,79,45.7
2.4,75,81,91,71.5
2.1,64,70,72,56.0
4.1,95,81,87,74.8
7.0,59,60,78,66.7
2.2,71,55,45,53.1
3.7,89,56,99,77.4
3.9,74,80,69,73.6
9.8,64,77,61,72.7
9.5,62,40,66,58.6
8.0,57,37,58,51.9
2.4,70,41,49,46.1
0.7,70,74,94,68.5
3.2,71,63,45,54.0
2.7,95,76,65,67.3
5.1,82,50,81,68.7
7.8,94,70,96,87.4
8.6,76,51,90,71.2
8.4,89,50,42,64.8
3.6,99,57,91,79.3
6.9,71,96,42,73.7
3.1,79,100,91,78.4
0.6,58,43,45,47.1
7.0,94,81,88,87.2
0.1,84,72,89,74.1
4.1,67,100,49,67.9
3.3,91,48,77,63.3
6.9,54,56,99,68.0
7.7,76,47,52,57.2
3.0,55,42,77,55.4
8.1,81,30,51,56.6
2.9,57,63,85,62.8
4.5,88,42,88,74.2
7.3,70,80,93,77.7
6.9,67,30,66,56.0
9.9,63,57,99,74.2
2.3,64,61,96,64.4
6.6,91,84,47,73.5
6.1,75,55,97,75.4
9.2,93,43,44,68.2
1.6,81,97,100,80.1
7.5,88,92,75,84.4
5.7,77,43,77,62.8
2.7,88,56,82,72.1
4.7,92,70,69,65.3
3.3,81,32,99,61.3
5.8,62,88,76,74.0
8.9,64,52,68,67.7
5.7,67,47,61,61.8
6.3,88,70,53,70.1
5.2,55,37,49,45.9
0.5,60,61,50,49.5
2.3,81,70,74,70.2
4.9,89,74,62,69.9
3.1,69,38,47,48.3
1.8,82,77,60,64.5
5.0,89,53,76,72.9
3.2,57,73,67,57.1
2.6,100,87,91,75.1
4.6,84,95,70,77.8
1.3,54,47,97,58.4
9.3,84,58,92,78.0
8.7,96,31,67,62.4
7.1,63,97,81,80.8
1.1,70,68,66,58.2
7.8,96,70,79,81.9
8.1,73,100,60,78.1
7.7,66,51,48,52.0
1.1,67,78,68,63.2
6.4,83,57,99,78.1
8.3,61,45,100,68.7
5.8,65,97,54,67.4
6.5,53,91,72,76.4
4.6,74,65,94,73.2
5.3,83,51,76,63.0
0.3,77,40,86,64.0
6.4,95,71,75,76.3
0.8,60,84,90,70.9
4.4,62,64,67,63.0
2.9,80,86,49,67.5
5.5,74,63,62,69.0
1.3,88,99,67,69.4
6.9,59,33,73,57.9
8.0,73,75,44,66.3
1.6,50,40,57,50.9
1.0,74,90,94,68.5
1.5,77,64,45,56.7
8.8,85,98,100,94.2
5.3,67,86,81,72.3
4.7,55,40,86,56.2
1.1,51,41,62,43.3
6.5,52,72,67,60.8
8.7,95,48,80,73.1
8.3,57,97,52,71.1
6.3,80,88,89,84.1
0.8,97,31,64,53.6
1.1,68,37,46,37.7
0.5,99,51,41,55.7
2.6,55,50,55,50.0
1.4,63,58,97,61.9
2.6,52,66,41,49.7
3.9,97,58,75,73.8
9.4,50,66,41,59.0
6.1,93,50,88,76.5
8.3,79,41,77,68.7
7.1,95,77,49,71.7
1.1,68,76,53,61.5
7.4,68,44,66,57.1
2.8,58,96,54,57.6
6.4,56,42,60,54.3
3.4,95,88,51,74.6
10.0,86,42,90,77.5
2.6,99,48,82,64.9
2.8,90,86,72,75.4
9.3,56,61,96,68.1
0.2,58,50,79,53.6
7.0,53,43,61,54.8
7.3,74,53,77,69.9
8.4,98,78,83,88.5
9.7,61,61,91,75.6
9.8,55,40,87,60.9
0.7,67,89,100,71.3
8.2,89,97,57,79.0
6.5,70,90,83,70.8
6.5,64,34,91,64.1
1.3,52,65,41,49.2
6.5,51,93,68,67.2
9.8,90,61,46,69.2
9.1,89,100,70,87.8
4.4,53,95,80,69.3
0.4,81,39,100,64.9
3.6,51,50,57,48.8
8.3,95,69,48,71.1
7.0,78,71,96,80.5
4.6,51,75,47,53.7
0.6,83,70,72,66.8
4.3,76,33,44,49.9
4.7,88,43,87,70.8
9.3,93,43,53,71.0
6.4,87,82,97,80.7
3.1,67,58,52,55.4
5.3,85,52,100,73.8
0.7,68,60,50,51.5
9.7,76,100,59,85.6
3.6,94,90,62,76.1
4.8,69,52,84,60.3
3.6,70,37,66,52.6
6.8,72,45,54,56.7
6.6,79,55,69,66.1
7.2,74,58,95,74.0
2.7,80,35,97,60.7
3.2,76,66,98,73.7
1.3,83,62,55,63.7
6.6,57,75,84,71.0
0.4,68,90,79,70.1
6.0,90,70,57,68.2
8.7,75,47,90,74.7
8.9,77,45,100,79.1
4.5,53,80,97,74.6
4.6,80,66,86,70.4
0.8,65,43,81,57.5
6.7,100,97,62,89.9
8.2,59,59,75,64.8
2.4,87,89,77,77.8
4.2,97,82,47,70.0
8.4,59,65,95,69.5
8.8,94,59,78,77.9
2.4,58,93,68,64.3
5.5,88,43,51,59.9
1.9,85,52,57,50.5
1.0,100,77,89,78.0
9.1,85,57,58,70.1
8.2,68,36,75,64.5
7.6,68,71,72,69.7
0.5,61,39,44,46.9
8.4,62,97,78,78.5
4.4,74,73,67,67.8
3.4,85,42,65,56.5
5.5,74,62,82,69.8
0.9,77,61,60,58.6
7.6,91,77,62,75.6
5.8,88,34,60,62.6
1.9,79,90,50,64.3
1.9,54,32,81,52.3
1.8,66,53,95,58.1
0.6,67,63,78,59.2
5.9,92,71,55,79.4
8.4,96,49,72,66.9
0.2,70,70,66,61.6
0.5,71,49,40,47.7
5.7,88,35,83,65.3
8.2,99,86,55,84.8
3.3,55,71,44,55.0
3.5,99,54,85,71.5
6.0,65,70,57,61.5
2.7,51,70,80,59.1
0.3,100,32,73,57.5
7.4,50,72,83,67.9
6.3,79,75,64,69.2
5.8,92,86,81,82.8
7.4,86,80,73,77.2
6.8,97,34,54,63.3
2.1,72,44,43,54.4
3.5,50,68,90,65.7
1.3,68,99,93,75.1
1.3,95,67,43,57.8
6.8,52,68,64,62.6
8.6,51,81,80,77.8
9.6,86,32,52,59.8
6.3,66,58,81,60.3
1.8,77,60,85,66.1
1.1,67,95,64,70.8
8.1,82,74,42,73.1
5.8,64,51,74,66.6
6.2,71,39,91,61.2
7.8,90,50,87,74.3
7.0,76,46,48,60.3
8.3,86,96,53,73.4
0.6,81,36,61,51.1
7.5,94,65,87,79.1
8.5,68,96,48,73.2
2.9,77,59,63,61.6
6.4,77,100,62,77.2
3.1,59,58,100,61.5
9.6,69,62,76,74.8
0.3,74,88,84,66.8
5.8,70,49,54,57.6
1.7,63,58,96,60.3
7.1,71,82,75,77.4
1.8,75,30,53,42.7
2.4,93,63,91,72.8
4.9,60,73,95,72.0
9.1,56,43,59,59.0
2.1,66,66,78,65.5
1.4,67,64,75,62.7
7.6,56,88,66,72.4
5.0,69,53,56,52.1
9.1,87,94,65,86.0
1.5,60,35,80,54.3
6.5,93,97,43,75.1
2.3,65,67,42,57.1
1.6,100,30,58,58.6
6.8,76,70,80,71.9
5.9,100,60,79,75.1
7.5,60,65,97,70.2
3.1,65,83,78,71.7
4.5,72,60,46,55.8
4.1,61,58,75,58.5
9.8,89,32,58,64.9
2.9,52,87,51,55.5
2.9,51,90,59,62.9
3.5,87,35,77,60.3
5.6,97,49,51,68.3
2.5,73,90,68,72.2
9.2,78,75,69,81.8
2.7,96,42,59,55.4
9.0,95,52,43,64.5
1.0,83,60,41,54.7
6.6,69,33,86,62.3
9.1,67,95,69,78.6
1.7,63,45,62,55.4
9.7,67,60,45,62.7
4.5,51,77,57,60.8
9.5,50,72,92,74.8
6.8,69,33,61,54.2
3.0,83,91,76,77.1
1.9,90,77,43,63.7
3.0,90,57,82,72.9
0.9,97,45,50,60.0
1.4,60,98,80,62.0
1.0,76,59,74,56.0
4.2,72,94,50,68.2
8.0,87,98,73,88.3
1.4,93,43,48,55.3
1.3,52,63,70,55.2
6.4,61,85,95,85.6
2.0,79,58,96,66.2
1.0,80,54,81,63.2
1.7,72,95,71,70.8
9.2,50,69,82,72.6
8.2,90,44,74,73.9
3.5,69,61,88,68.0
6.6,55,49,50,57.7
5.4,60,82,56,68.7
6.8,84,96,90,87.9
6.8,53,78,75,68.0
6.3,78,96,41,72.8
2.7,59,30,63,41.5
0.4,100,68,85,70.7
4.6,78,90,100,79.3
8.9,87,84,54,80.8
5.7,50,98,67,73.7
8.3,89,31,42,61.0
9.9,57,46,68,62.4
1.6,87,58,91,66.5
6.9,66,33,93,66.0
6.7,68,93,97,85.8
9.8,82,72,84,81.6
9.9,64,41,93,69.7
6.9,94,79,52,74.1
2.4,80,97,89,80.3
8.0,70,90,61,74.1
1.1,52,80,91,63.7
7.8,51,34,92,56.7
9.1,84,57,70,74.2
3.8,90,39,46,61.2
6.3,65,81,94,77.8
4.3,94,46,87,73.3
4.4,100,94,87,88.8
3.1,99,50,93,72.2
7.6,70,83,65,73.5
9.4,61,78,70,71.6
9.4,77,51,77,74.7
1.7,61,98,77,71.0
8.7,82,93,43,79.4
7.4,69,65,74,70.1
2.5,89,50,72,58.1
0.7,98,85,42,64.2
2.7,70,77,58,65.6
9.1,88,47,48,65.6
6.3,90,44,85,74.1
7.2,98,73,58,80.8
2.6,91,74,95,79.9
7.2,85,65,95,82.2
0.3,71,69,58,48.9
3.8,75,80,97,75.7
6.3,56,59,65,60.1
1.5,56,55,99,62.9
8.2,57,60,52,60.8
2.4,75,85,61,62.3
6.5,73,90,87,76.0
4.1,73,46,99,65.1
6.0,89,53,47,71.4
1.1,97,33,63,57.2
0.2,61,38,65,47.7
9.1,96,31,87,69.1
2.7,57,64,97,67.9
8.2,58,67,80,68.8
10.0,52,74,80,77.3
2.1,70,44,95,57.4
2.7,80,71,94,72.5
6.6,97,32,97,71.4
9.7,96,60,42,73.7
9.2,73,81,46,74.4
5.0,53,70,91,65.3
8.0,69,86,89,83.1
1.4,65,71,95,70.8
9.8,59,82,41,70.2
9.6,92,85,72,83.8
1.6,75,82,51,61.0
3.0,78,61,87,67.3
1.0,54,83,51,58.2
2.7,60,66,92,66.2
8.2,78,37,49,55.2
3.8,94,40,100,70.8
0.9,64,83,80,70.3
3.4,55,89,92,74.3
9.8,97,39,66,70.2
6.3,64,99,57,68.0
4.2,92,71,97,77.9
1.7,69,66,43,53.7
9.9,83,87,79,84.3
8.2,51,88,62,66.6
2.8,93,53,60,64.8
0.7,65,57,75,49.2
0.6,68,66,69,61.7
1.2,83,50,87,65.7
5.8,98,62,60,73.0
9.3,63,31,62,59.4
5.0,73,57,60,60.6
8.4,77,44,47,60.6
4.5,97,30,78,68.7
7.1,81,57,94,75.1
7.3,86,79,96,85.6
1.7,59,64,95,64.8
3.6,98,57,52,65.2
6.4,94,38,99,73.3
0.7,97,53,79,60.6
3.6,58,92,61,68.1
5.3,73,33,46,54.6
10.0,85,85,63,81.9
4.7,78,70,100,80.2
8.2,78,96,44,76.6
4.3,97,77,97,77.0
8.0,72,87,89,78.7
6.0,76,68,94,74.2
8.9,80,54,65,67.9
4.1,92,89,90,83.2
6.0,56,76,49,58.2
6.3,98,90,50,83.5
4.2,94,56,79,64.6
1.4,53,71,77,58.4
0.9,63,81,50,54.9
0.2,91,77,87,68.5
8.7,91,61,69,77.7
2.4,59,53,43,44.9
2.1,93,32,41,51.0
7.4,83,56,52,62.9
3.2,75,69,78,61.8
5.1,72,52,56,58.1
1.6,58,36,62,47.1
9.6,86,66,84,79.2
8.5,57,36,49,56.9
8.6,63,51,52,61.0
4.1,56,46,81,59.1
7.6,56,48,78,60.2
1.4,58,68,81,58.3
0.1,52,65,68,51.2
0.2,63,44,55,45.1
5.9,66,92,42,65.3
4.6,99,58,75,69.4
5.2,93,89,99,89.5
0.1,71,85,43,53.3
4.2,95,69,75,76.2
7.2,75,45,55,63.0
4.4,77,62,80,67.5
7.3,94,45,45,71.5
2.3,63,59,81,60.4
8.1,58,95,96,81.2
5.9,100,73,67,76.7
2.1,75,67,75,67.8
2.4,51,80,62,57.6
6.3,60,89,100,81.0
8.3,66,47,51,55.0
4.2,83,34,81,62.0
2.6,68,69,70,65.4
8.7,88,35,51,62.5
6.7,67,41,99,64.9
4.5,62,41,71,54.5
4.9,54,51,64,50.5
2.0,99,78,97,83.2
6.3,72,79,90,80.9
3.6,73,33,68,53.8
10.0,78,79,58,81.1
4.8,97,32,61,63.4
4.9,96,45,63,65.4
5.7,57,43,72,60.5
9.2,75,93,75,85.0
8.0,64,70,84,76.8
4.5,50,97,79,74.8
7.2,77,88,93,82.8
5.9,98,31,85,70.8
4.9,96,39,55,55.8
1.9,95,55,41,54.6
4.6,63,33,47,49.0
2.5,91,57,52,62.2
9.1,83,31,69,62.3
3.4,80,95,40,66.4
9.5,55,45,51,58.1
5.3,98,86,88,85.2
6.3,54,52,46,52.1
5.4,80,52,87,65.3
1.3,86,50,53,57.0
3.8,64,54,81,60.7
1.0,64,87,74,71.8
6.2,92,66,67,77.7
4.5,54,78,51,59.5
7.8,77,44,79,61.9
2.2,82,57,87,74.0
1.6,60,96,96,75.7
4.1,92,33,63,57.7
9.3,55,76,40,65.9
7.1,72,79,56,72.3
4.2,89,89,77,77.0
5.2,51,91,67,64.3
0.8,64,96,72,69.5
9.8,72,72,63,76.9
6.7,71,87,86,79.9
2.9,58,81,84,67.7
5.9,96,98,45,82.3
1.1,89,75,60,65.4
9.7,79,54,84,66.7
1.7,65,54,93,63.2
6.5,95,64,43,71.6
2.5,96,90,72,78.9
7.2,79,44,94,67.3
7.8,94,64,49,69.4
6.7,58,58,96,68.5
6.1,50,67,75,59.1
8.9,87,98,52,80.2
0.8,57,53,75,57.1
3.3,67,48,87,58.2
2.5,76,75,48,60.1
9.9,67,78,70,78.0
3.9,81,73,43,58.0
7.3,98,55,97,85.2
6.8,81,54,59,63.7
2.1,97,64,47,60.1
2.4,94,65,66,71.9
2.8,85,43,75,64.0
4.1,85,85,48,66.1
2.3,70,35,82,54.4
0.2,95,61,63,63.7
8.8,81,55,76,72.0
9.7,80,44,80,75.5
3.4,86,78,79,76.7
3.4,65,85,69,58.3
0.1,95,66,65,62.2
6.8,95,82,43,72.4
8.3,63,87,91,78.7
1.5,73,65,40,54.9
1.6,74,40,59,54.7
7.9,95,56,67,72.0
6.2,100,31,84,66.2
0.4,84,51,63,56.0
6.2,66,95,67,67.9
3.1,95,46,67,65.8
3.7,91,33,44,53.4
7.7,94,43,71,69.2
8.1,53,36,93,62.8
4.0,60,45,91,57.5
9.5,96,95,69,87.7
4.1,64,48,60,52.7
7.7,79,30,81,58.8
4.8,73,60,55,60.9
9.0,51,33,47,58.0
9.1,92,87,51,80.2
0.9,83,85,71,67.1
9.4,72,82,64,76.4
8.3,80,72,42,65.2
7.9,86,78,65,75.5
2.0,62,89,75,65.8
8.1,82,45,56,62.5
8.5,56,89,66,71.9
2.9,81,76,92,76.5
9.5,56,44,91,65.8
0.5,91,92,61,70.0
1.5,87,57,93,62.9
5.4,93,49,84,67.7
5.8,62,92,97,79.3
6.5,73,62,77,72.9
0.2,77,65,74,60.8
9.6,81,42,85,72.3
0.4,92,91,46,62.8
1.4,67,97,42,59.4
0.1,83,52,45,52.7
5.7,97,42,100,78.8
9.3,83,69,52,73.2
6.7,100,59,85,78.5
8.2,87,54,54,68.9
0.1,50,55,65,44.9
5.4,92,53,87,70.6
4.6,99,68,72,74.3
5.0,91,90,54,71.8
0.7,80,78,95,74.3
6.8,99,70,78,83.3
5.0,50,99,99,76.2
7.7,100,49,80,78.4
4.9,65,73,86,74.6
1.5,88,45,53,56.6
6.5,64,50,58,61.1
